OBJECTID.x,Shape,FID_ACS_2016_5YR_BG_06_CALIFORNI3,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,BG_area_acres,FID_DAC_Place_2010_2014,Place ID Number,DACP_name,DACP_population,DACP_households,DACP_MHI,DACP_area_a,Shape_Length,Shape_Area,BG_DACP_int_a_,Area_weight,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,Pop_weight
3356,Polygon,13303,6,73,16503,2,60730165032,Block Group 2,G5030,S,347787,0,32.8220974,-116.9528044,15000US060730165032,122.032524,583,607624,Bostonia CDP,16460,5602,42333,1755.582295,2855.185621,423119.9087,104.555206,0.856781476,1268,898,136,1132,12.98107256
3358,Polygon,13304,6,73,16504,2,60730165042,Block Group 2,G5030,S,465329,0,32.8101731,-116.9576263,15000US060730165042,163.232126,583,607624,Bostonia CDP,16460,5602,42333,1755.582295,2776.773127,221724.8315,54.789399,0.335653283,2960,1480,1017,1943,5.560810811
3469,Polygon,13881,6,73,21100,2,60730211002,Block Group 2,G5030,S,497695929,75358,32.7431804,-116.3383041,15000US060730211002,174380.9783,585,607694,Boulevard CDP,434,178,12421,3537.011326,20716.79975,14313777,3537.011326,0.020283241,1698,892,209,1489,0.255594817
3885,Polygon,15054,6,19,1700,3,60190017003,Block Group 3,G5030,S,29567544,0,36.6191434,-119.7210895,15000US060190017003,11363.85406,586,607750,Bowles CDP,182,39,31250,378.850993,5036.56017,1012550.642,250.206713,0.022017769,3378,584,2218,1160,0.053878034
3886,Polygon,15055,6,19,1700,2,60190017002,Block Group 2,G5030,S,23470174,0,36.5916811,-119.7316157,15000US060190017002,9014.042682,586,607750,Bowles CDP,182,39,31250,378.850993,3081.055341,520604.9334,128.644281,0.014271541,1351,347,715,636,0.134715026
167,Polygon,622,6,25,10700,3,60250107003,Block Group 3,G5030,S,4568579,0,32.9649902,-115.5206511,15000US060250107003,1608.163149,437,608058,Brawley city,25478,7455,41718,7005.311833,11759.28339,3721373.164,919.571335,0.571814704,2283,48,2112,171,11.15987735
1421,Polygon,6313,6,25,10400,1,60250104001,Block Group 1,G5030,S,435733,0,32.9830053,-115.5205727,15000US060250104001,153.442084,437,608058,Brawley city,25478,7455,41718,7005.311833,3636.579118,620958.0818,153.442084,1,1178,0,1178,0,21.62818336
1422,Polygon,6314,6,25,10400,2,60250104002,Block Group 2,G5030,S,428633,0,32.98185,-115.5256232,15000US060250104002,150.93736,437,608058,Brawley city,25478,7455,41718,7005.311833,3671.37716,610821.8244,150.93736,1,1524,75,1291,233,16.71784777
1423,Polygon,6315,6,25,10400,3,60250104003,Block Group 3,G5030,S,410292,0,32.9821283,-115.5313125,15000US060250104003,144.479834,437,608058,Brawley city,25478,7455,41718,7005.311833,3512.120431,584689.1446,144.479834,1,890,127,763,127,28.62696629
1424,Polygon,6316,6,25,10400,4,60250104004,Block Group 4,G5030,S,2994762,0,32.9909013,-115.5161868,15000US060250104004,1054.784304,437,608058,Brawley city,25478,7455,41718,7005.311833,9456.986606,4268560.633,1054.784304,1,1715,0,1715,0,14.85597668
1738,Polygon,7186,6,25,10300,1,60250103001,Block Group 1,G5030,S,467605592,338212,32.9827303,-115.4711527,15000US060250103001,164779.4615,437,608058,Brawley city,25478,7455,41718,7005.311833,18660.53768,3534012.746,873.273568,0.005299651,1115,524,541,574,22.85022422
4265,Polygon,16254,6,25,10700,1,60250107001,Block Group 1,G5030,S,607016,0,32.9747087,-115.5272777,15000US060250107001,213.720983,437,608058,Brawley city,25478,7455,41718,7005.311833,4116.140454,864898.133,213.720983,1,915,14,885,30,27.84480874
5085,Polygon,19913,6,25,10400,5,60250104005,Block Group 5,G5030,S,1902888,0,32.9946575,-115.5298646,15000US060250104005,670.272686,437,608058,Brawley city,25478,7455,41718,7005.311833,6848.010708,1438158.587,355.376726,0.530197237,2869,265,2604,265,8.880446148
5193,Polygon,20499,6,25,10500,1,60250105001,Block Group 1,G5030,S,1403823,0,32.9909267,-115.5392503,15000US060250105001,494.440517,437,608058,Brawley city,25478,7455,41718,7005.311833,5416.836076,1441829.418,356.283808,0.720579717,3001,480,2309,692,8.489836721
5194,Polygon,20500,6,25,10500,2,60250105002,Block Group 2,G5030,S,406700,0,32.9808233,-115.5391996,15000US060250105002,143.211824,437,608058,Brawley city,25478,7455,41718,7005.311833,3320.34974,579557.6916,143.211824,1,1193,43,999,194,21.35624476
5195,Polygon,20501,6,25,10500,3,60250105003,Block Group 3,G5030,S,990600,0,32.9903318,-115.5473043,15000US060250105003,348.894462,437,608058,Brawley city,25478,7455,41718,7005.311833,4868.998663,736824.0226,182.073181,0.521857469,1268,289,938,330,20.09305994
5196,Polygon,20502,6,25,10500,4,60250105004,Block Group 4,G5030,S,828504,0,32.9818321,-115.5504618,15000US060250105004,291.74763,437,608058,Brawley city,25478,7455,41718,7005.311833,4840.835533,897894.1474,221.874476,0.760501383,1177,86,1091,86,21.64655905
5197,Polygon,20503,6,25,10600,1,60250106001,Block Group 1,G5030,S,612257,0,32.9752292,-115.5392577,15000US060250106001,215.567021,437,608058,Brawley city,25478,7455,41718,7005.311833,4224.186496,872368.7839,215.567021,1,1979,353,1626,353,12.87417888
5198,Polygon,20504,6,25,10600,2,60250106002,Block Group 2,G5030,S,828652,0,32.9706062,-115.5351602,15000US060250106002,291.725704,437,608058,Brawley city,25478,7455,41718,7005.311833,5682.362317,1180572.041,291.725704,1,919,295,588,331,27.72361262
5199,Polygon,20505,6,25,10600,3,60250106003,Block Group 3,G5030,S,1048711,0,32.9752519,-115.5517292,15000US060250106003,369.23676,437,608058,Brawley city,25478,7455,41718,7005.311833,5419.32928,994679.5502,245.79067,0.665672264,585,354,231,354,43.55213675
5204,Polygon,20549,6,25,10600,4,60250106004,Block Group 4,G5030,S,6160996,0,32.9608574,-115.5566108,15000US060250106004,2168.50165,437,608058,Brawley city,25478,7455,41718,7005.311833,12531.8282,5327562.768,1316.46943,0.607087124,2965,976,1815,1150,8.592917369
5205,Polygon,20556,6,25,10700,2,60250107002,Block Group 2,G5030,S,473558,0,32.9744194,-115.5207475,15000US060250107002,166.729524,437,608058,Brawley city,25478,7455,41718,7005.311833,3511.269928,674730.443,166.729524,1,1356,101,1255,101,18.78908555
1880,Polygon,7717,6,99,2301,1,60990023011,Block Group 1,G5030,S,485438,0,37.6062201,-121.0072055,15000US060990023011,191.456987,589,608172,Bret Harte CDP,4998,1224,28279,560.471737,1864.529787,124876.2746,30.857599,0.161172488,2085,242,1629,456,2.397122302
1882,Polygon,7745,6,99,2301,2,60990023012,Block Group 2,G5030,S,2120950,134746,37.602896,-121.0196973,15000US060990023012,889.665973,589,608172,Bret Harte CDP,4998,1224,28279,560.471737,261.445194,1063.854012,0.262884,2.95E-04,3765,378,3089,676,1.32749004
1890,Polygon,7749,6,99,2402,1,60990024021,Block Group 1,G5030,S,772962,0,37.6052227,-120.9994189,15000US060990024021,304.84669,589,608172,Bret Harte CDP,4998,1224,28279,560.471737,4914.845164,841679.5865,207.983555,0.682256235,3015,377,2638,377,1.657711443
1892,Polygon,7750,6,99,2402,2,60990024022,Block Group 2,G5030,S,591560,0,37.5973017,-121.0198163,15000US060990024022,233.256497,589,608172,Bret Harte CDP,4998,1224,28279,560.471737,3653.139583,311517.2629,76.977592,0.330012638,201,0,201,0,24.86567164
4767,Polygon,18654,6,99,2402,3,60990024023,Block Group 3,G5030,S,619755,0,37.6001686,-121.0058584,15000US060990024023,244.390106,589,608172,Bret Harte CDP,4998,1224,28279,560.471737,6718.894702,989011.6698,244.390106,1,2855,210,2541,314,1.75061296
381,Polygon,1585,6,51,102,3,60510001023,Block Group 3,G5030,S,1650618898,16828964,38.2649363,-119.320059,15000US060510001023,669449.4233,590,608240,Bridgeport CDP,761,292,39118,22608.45571,65064.58844,91493174.18,22608.45571,0.033771716,909,463,258,651,0.837183718
536,Polygon,2991,6,45,10600,1,60450106001,Block Group 1,G5030,S,447417733,28663,39.5203692,-123.3513976,15000US060450106001,185965.2962,593,608530,Brooktrails CDP,3589,1380,48097,7865.235868,15461.97857,2319944.215,573.2707,0.003082676,808,659,103,705,4.441831683
538,Polygon,2992,6,45,10700,2,60450107002,Block Group 2,G5030,S,16576527,53812,39.427388,-123.3754895,15000US060450107002,6896.687768,593,608530,Brooktrails CDP,3589,1380,48097,7865.235868,31826.29167,5490920.342,1356.835966,0.196737334,1492,1150,124,1368,2.405495979
543,Polygon,2999,6,45,10600,2,60450106002,Block Group 2,G5030,S,26064411,114847,39.4611596,-123.4045833,15000US060450106002,10866.60873,593,608530,Brooktrails CDP,3589,1380,48097,7865.235868,32624.5901,24018615.73,5935.129202,0.546180446,3316,2712,337,2979,1.082328106
2533,Polygon,9930,6,43,200,3,60430002003,Block Group 3,G5030,S,368764746,402045,37.7162169,-119.997572,15000US060430002003,146043.1356,595,608716,Buck Meadows CDP,50,23,0,1790.059898,17532.25416,7244102.414,1790.05669,0.012257041,541,420,72,469,0.092421442
3791,Polygon,14726,6,109,4200,1,61090042001,Block Group 1,G5030,S,2036457015,34511531,37.9494993,-119.6407227,15000US061090042001,824169.5255,595,608716,Buck Meadows CDP,50,23,0,1790.059898,43.553645,12.982456,0.003208,3.89E-09,242,204,29,213,0.20661157
2755,Polygon,11000,6,63,202,2,60630002022,Block Group 2,G5030,S,1123472857,14350461,39.8236726,-121.0977801,15000US060630002022,477018.2341,596,608744,Bucks Lake CDP,14,9,0,11261.65749,69031.7413,45574310.95,11261.65749,0.023608442,498,437,43,455,0.02811245
2248,Polygon,8748,6,89,12701,1,60890127011,Block Group 1,G5030,S,981067439,7335395,40.8708919,-121.6257424,15000US060890127011,427611.5855,599,609122,Burney CDP,3172,1336,38214,5828.92236,18262.36851,15267896.48,3772.779384,0.008822912,2006,1807,160,1846,1.581256231
3614,Polygon,14339,6,89,12701,2,60890127012,Block Group 2,G5030,S,2596658,2315,40.8738007,-121.6764708,15000US060890127012,1124.316805,599,609122,Burney CDP,3172,1336,38214,5828.92236,11576.10352,4481225.445,1107.334923,0.984895821,860,734,38,822,3.688372093
3615,Polygon,14340,6,89,12701,3,60890127013,Block Group 3,G5030,S,4176748,0,40.8831328,-121.6499999,15000US060890127013,1807.367453,599,609122,Burney CDP,3172,1336,38214,5828.92236,11130.32025,3839689.963,948.808053,0.52496688,1210,974,142,1068,2.621487603
3671,Polygon,14455,6,7,1600,3,60070016003,Block Group 3,G5030,S,263053811,49754,39.9159943,-121.6670307,15000US060070016003,110906.7523,602,609318,Butte Meadows CDP,34,18,0,2347.990222,20092.98619,9501979.309,2347.990222,0.02117085,998,848,17,981,0.034068136
5005,Polygon,19594,6,29,3700,2,60290037002,Block Group 2,G5030,S,466817086,3103613,35.3940158,-119.4164905,15000US060290037002,175136.5456,604,609332,Buttonwillow CDP,1371,378,34274,6688.717732,23547.89261,17700540.09,4373.89871,0.024974221,2340,956,1377,963,0.585897436
5149,Polygon,20225,6,29,3700,1,60290037001,Block Group 1,G5030,S,13709500,0,35.4005,-119.4683537,15000US060290037001,5110.007582,604,609332,Buttonwillow CDP,1371,378,34274,6688.717732,17937.68397,9367740.227,2314.819022,0.45299718,1380,216,1048,332,0.993478261
1802,Polygon,7463,6,99,1800,2,60990018002,Block Group 2,G5030,S,2271591,16003,37.6382014,-120.9948375,15000US060990018002,902.990012,606,609353,Bystrom CDP,3805,1160,25543,742.864395,616.703526,1794.254705,0.44337,4.91E-04,1236,717,328,908,3.078478964
1840,Polygon,7628,6,99,2100,1,60990021001,Block Group 1,G5030,S,3383756,194176,37.6276316,-120.9588687,15000US060990021001,1411.912193,606,609353,Bystrom CDP,3805,1160,25543,742.864395,1080.987334,18122.64862,4.478204,0.00317173,1912,605,1273,639,1.990062762
1884,Polygon,7746,6,99,2301,3,60990023013,Block Group 3,G5030,S,408477,5804,37.6222432,-120.9926563,15000US060990023013,163.458633,606,609353,Bystrom CDP,3805,1160,25543,742.864395,3101.772282,26461.7873,6.53885,0.040003088,1010,256,708,302,3.767326733
1886,Polygon,7747,6,99,2301,4,60990023014,Block Group 4,G5030,S,870119,0,37.6128347,-120.9877713,15000US060990023014,343.23374,606,609353,Bystrom CDP,3805,1160,25543,742.864395,846.499737,2.621075,6.48E-04,1.89E-06,1766,127,1639,127,2.154586636
1888,Polygon,7748,6,99,2302,2,60990023022,Block Group 2,G5030,S,786529,0,37.6156337,-120.979307,15000US060990023022,310.284709,606,609353,Bystrom CDP,3805,1160,25543,742.864395,4788.976598,1255518.957,310.245491,0.999873606,1706,241,1426,280,2.230363423
1919,Polygon,7846,6,99,2702,1,60990027021,Block Group 1,G5030,S,336557,0,37.6111283,-120.9707668,15000US060990027021,132.75621,606,609353,Bystrom CDP,3805,1160,25543,742.864395,111.409258,33.811071,0.008355,6.29E-05,1880,144,1421,459,2.02393617
3157,Polygon,12625,6,99,2302,1,60990023021,Block Group 1,G5030,S,1140006,53775,37.6230117,-120.9829995,15000US060990023021,471.036794,606,609353,Bystrom CDP,3805,1160,25543,742.864395,6601.896534,1704331.472,421.149479,0.894090407,2159,417,1674,485,1.762389995
1645,Polygon,6976,6,65,43813,2,60650438132,Block Group 2,G5030,S,28355351,356864,33.9224574,-116.7753372,15000US060650438132,10329.78646,607,609360,Cabazon CDP,3266,880,40144,4556.860559,21807.94578,15009311.49,3708.881641,0.359047271,2944,950,1716,1228,1.109375
5308,Polygon,21103,6,65,43813,3,60650438133,Block Group 3,G5030,S,46773257,35039,33.895026,-116.8148803,15000US060650438133,16832.48564,607,609360,Cabazon CDP,3266,880,40144,4556.860559,14036.05263,3431648.931,847.978918,0.050377522,1425,538,739,686,2.291929825
268,Polygon,1211,6,25,12200,3,60250122003,Block Group 3,G5030,S,2444708,0,32.6682657,-115.5177335,15000US060250122003,854.881101,446,609710,Calexico city,39281,9213,35233,7820.881519,9868.834705,3368226.126,832.306802,0.973593639,1543,0,1498,45,25.45755023
308,Polygon,1401,6,25,12100,4,60250121004,Block Group 4,G5030,S,1046007,0,32.682863,-115.4994561,15000US060250121004,365.890905,446,609710,Calexico city,39281,9213,35233,7820.881519,5079.638349,1480707.959,365.890905,1,2827,0,2827,0,13.89494163
1387,Polygon,6188,6,25,12100,2,60250121002,Block Group 2,G5030,S,565433,0,32.6742122,-115.4963682,15000US060250121002,197.74869,446,609710,Calexico city,39281,9213,35233,7820.881519,4659.540116,800260.5574,197.74869,1,689,0,688,1,57.01161103
1408,Polygon,6261,6,25,11900,1,60250119001,Block Group 1,G5030,S,111861088,0,32.6920132,-115.5922411,15000US060250119001,39137.42576,446,609710,Calexico city,39281,9213,35233,7820.881519,13044.70549,3268771.457,807.731018,0.020638328,320,34,286,34,122.753125
1737,Polygon,7185,6,25,12200,4,60250122004,Block Group 4,G5030,S,398778,0,32.6767649,-115.5149534,15000US060250122004,139.472678,446,609710,Calexico city,39281,9213,35233,7820.881519,3072.986828,564425.901,139.472678,1,2023,30,1993,30,19.41720217
2604,Polygon,10248,6,25,12100,3,60250121003,Block Group 3,G5030,S,673261,0,32.668699,-115.4957118,15000US060250121003,235.431148,446,609710,Calexico city,39281,9213,35233,7820.881519,4302.234269,952756.0524,235.431148,1,1614,9,1578,36,24.33767038
2605,Polygon,10249,6,25,12200,1,60250122001,Block Group 1,G5030,S,1768730,0,32.6766186,-115.5078694,15000US060250122001,618.611325,446,609710,Calexico city,39281,9213,35233,7820.881519,8529.249676,2463392.591,608.717566,0.984006502,2789,7,2782,7,14.08425959
3967,Polygon,15191,6,25,11900,2,60250119002,Block Group 2,G5030,S,80900581,0,32.697235,-115.3755635,15000US060250119002,28307.94899,446,609710,Calexico city,39281,9213,35233,7820.881519,12915.46702,4836586.875,1195.146645,0.042219471,8239,316,7833,406,4.767690254
3968,Polygon,15192,6,25,12200,2,60250122002,Block Group 2,G5030,S,578758,0,32.6799933,-115.5197763,15000US060250122002,202.434971,446,609710,Calexico city,39281,9213,35233,7820.881519,4405.366848,819225.2607,202.434971,1,1282,62,1220,62,30.64040562
4227,Polygon,16111,6,25,12001,1,60250120011,Block Group 1,G5030,S,395166,0,32.6675691,-115.4862343,15000US060250120011,138.181661,446,609710,Calexico city,39281,9213,35233,7820.881519,3940.454479,559201.3435,138.181661,1,3342,9,3301,41,11.75374028
4261,Polygon,16247,6,25,12001,2,60250120012,Block Group 2,G5030,S,176823,0,32.6708589,-115.4866372,15000US060250120012,61.835591,446,609710,Calexico city,39281,9213,35233,7820.881519,2373.15363,250239.7574,61.835591,1,939,32,896,43,41.83280085
4267,Polygon,16257,6,25,11900,3,60250119003,Block Group 3,G5030,S,32190971,0,32.7128301,-115.45911,15000US060250119003,11267.79924,446,609710,Calexico city,39281,9213,35233,7820.881519,18046.07185,6695556.006,1654.507921,0.146835055,2618,0,2618,0,15.00420168
5120,Polygon,20094,6,25,12002,1,60250120021,Block Group 1,G5030,S,3540549,0,32.67524,-115.4754438,15000US060250120021,1238.26552,446,609710,Calexico city,39281,9213,35233,7820.881519,11251.47203,3124988.939,772.201584,0.62361551,6759,191,6449,310,5.811658529
5147,Polygon,20205,6,25,12002,2,60250120022,Block Group 2,G5030,S,1362846,0,32.6828398,-115.4834177,15000US060250120022,476.719469,446,609710,Calexico city,39281,9213,35233,7820.881519,6018.502714,1929215.246,476.719469,1,3687,149,3445,242,10.65391918
5148,Polygon,20206,6,25,12100,1,60250121001,Block Group 1,G5030,S,378989,0,32.6777207,-115.4977143,15000US060250121001,132.554872,446,609710,Calexico city,39281,9213,35233,7820.881519,4205.26656,536430.5337,132.554872,1,1579,46,1533,46,24.87713743
312,Polygon,1421,6,107,2700,5,61070027005,Block Group 5,G5030,S,4073367387,7837701,36.1853421,-118.3105064,15000US061070027005,1549443.417,608,609822,California Hot Springs CDP,74,32,41250,730.799055,8697.679923,2957438.851,730.799055,4.72E-04,560,375,18,542,0.132142857
3535,Polygon,14130,6,49,300,3,60490003003,Block Group 3,G5030,S,1764291957,20887961,41.339613,-120.5034712,15000US060490003003,783238.1768,609,609834,California Pines CDP,367,159,41518,8619.500302,34184.03881,34881880.16,8619.500302,0.011004954,664,469,137,527,0.552710843
770,Polygon,3812,6,65,43810,2,60650438102,Block Group 2,G5030,S,1338405,0,33.9586598,-117.0102829,15000US060650438102,481.948127,202,609864,Calimesa city,8143,3351,42392,13856.2962,2658.319994,59794.84391,14.775628,0.030658129,1465,695,556,909,5.558361775
885,Polygon,4148,6,65,43811,2,60650438112,Block Group 2,G5030,S,5605605,0,33.9673054,-116.999281,15000US060650438112,2018.933747,202,609864,Calimesa city,8143,3351,42392,13856.2962,4484.313503,90801.43786,22.437524,0.011113551,1531,806,614,917,5.318745918
886,Polygon,4149,6,65,43814,1,60650438141,Block Group 1,G5030,S,1662771,0,33.9594849,-117.028878,15000US060650438141,598.760244,202,609864,Calimesa city,8143,3351,42392,13856.2962,7334.826287,2394205.016,591.620944,0.98807653,961,780,169,792,8.47346514
3523,Polygon,14084,6,65,43802,1,60650438021,Block Group 1,G5030,S,1362910,0,34.0014304,-117.0372355,15000US060650438021,491.261145,202,609864,Calimesa city,8143,3351,42392,13856.2962,7174.614249,1988063.32,491.261145,1,2199,1604,437,1762,3.703046839
3524,Polygon,14085,6,65,43802,2,60650438022,Block Group 2,G5030,S,1240431,0,34.0002702,-117.0575653,15000US060650438022,447.101135,202,609864,Calimesa city,8143,3351,42392,13856.2962,7070.81007,1799810.563,444.742876,0.994725446,652,537,54,598,12.4892638
3547,Polygon,14170,6,65,43802,3,60650438023,Block Group 3,G5030,S,3748025,0,33.9907044,-117.0450249,15000US060650438023,1350.638729,202,609864,Calimesa city,8143,3351,42392,13856.2962,11721.19461,5465841.017,1350.638729,1,2470,1292,1114,1356,3.296761134
4119,Polygon,15504,6,71,8500,5,60710085005,Block Group 5,G5030,S,8044454,0,34.0123487,-117.1000185,15000US060710085005,2900.375522,202,609864,Calimesa city,8143,3351,42392,13856.2962,246.096676,8.221409,0.002032,7.01E-07,605,453,151,454,13.45950413
4706,Polygon,18293,6,65,43811,1,60650438111,Block Group 1,G5030,S,23054656,0,33.9877378,-117.0041955,15000US060650438111,8307.404242,202,609864,Calimesa city,8143,3351,42392,13856.2962,22908.36922,15851432.77,3916.974342,0.471504001,2945,2013,697,2248,2.765025467
4710,Polygon,18297,6,65,43823,1,60650438231,Block Group 1,G5030,S,13820738,0,33.9604319,-117.0469573,15000US060650438231,4976.932241,202,609864,Calimesa city,8143,3351,42392,13856.2962,13082.2592,8145505.599,2012.798268,0.404425492,8970,3705,3398,5572,0.90780379
4711,Polygon,18298,6,65,43823,2,60650438232,Block Group 2,G5030,S,23860153,515429,33.994949,-117.0898012,15000US060650438232,8784.119492,202,609864,Calimesa city,8143,3351,42392,13856.2962,27731.82217,20278978.27,5011.044662,0.570466359,640,439,198,442,12.7234375
5052,Polygon,19772,6,71,8704,5,60710087045,Block Group 5,G5030,S,1086476,0,34.0090249,-117.0616842,15000US060710087045,391.690489,202,609864,Calimesa city,8143,3351,42392,13856.2962,17.529437,0.197866,4.90E-05,1.25E-07,1186,447,739,447,6.865935919
1410,Polygon,6264,6,25,10102,3,60250101023,Block Group 3,G5030,S,1077115,0,33.1218981,-115.5210106,15000US060250101023,380.490648,252,609878,Calipatria city,7599,1571,30911,3401.731771,4897.887108,1443049.301,356.585248,0.937172175,1251,107,1052,199,6.074340528
1411,Polygon,6265,6,25,10102,4,60250101024,Block Group 4,G5030,S,1474946,0,33.1293804,-115.5178685,15000US060250101024,521.110659,252,609878,Calipatria city,7599,1571,30911,3401.731771,6306.510137,2108860.018,521.110659,1,1071,32,1018,53,7.095238095
3964,Polygon,15189,6,25,10101,1,60250101011,Block Group 1,G5030,S,379172018,954069,33.1874151,-115.462864,15000US060250101011,134489.1329,252,609878,Calipatria city,7599,1571,30911,3401.731771,11049.20302,6956951.896,1719.100252,0.012782447,4223,367,2666,1557,1.799431684
3981,Polygon,15204,6,25,10102,1,60250101021,Block Group 1,G5030,S,229698340,189009530,33.2254028,-115.6086847,15000US060250101021,148149.8959,252,609878,Calipatria city,7599,1571,30911,3401.731771,3957.970912,977904.0034,241.645342,0.001631087,1211,303,861,350,6.274979356
4761,Polygon,18635,6,25,10102,2,60250101022,Block Group 2,G5030,S,1602433,0,33.1234393,-115.507714,15000US060250101022,566.078304,252,609878,Calipatria city,7599,1571,30911,3401.731771,8103.46807,2279554.845,563.29027,0.995074826,1122,23,1075,47,6.772727273
544,Polygon,3000,6,45,10900,2,60450109002,Block Group 2,G5030,S,6087992,408209,39.2282377,-123.1934865,15000US060450109002,2679.024743,611,609990,Calpella CDP,424,164,44000,2735.75464,17480.01037,8918818.973,2203.888164,0.822645692,427,229,174,253,0.992974239
546,Polygon,3002,6,45,10900,4,60450109004,Block Group 4,G5030,S,3787146,2279335,39.2128236,-123.1849605,15000US060450109004,2500.488689,611,609990,Calpella CDP,424,164,44000,2735.75464,4373.982988,241169.3316,59.59424,0.023833037,1027,817,184,843,0.41285297
548,Polygon,3005,6,45,10900,1,60450109001,Block Group 1,G5030,S,327002331,308411,39.2595876,-123.3809556,15000US060450109001,135037.8782,611,609990,Calpella CDP,424,164,44000,2735.75464,6953.517863,1911217.932,472.272236,0.003497332,750,647,80,670,0.565333333
5408,Polygon,21622,6,91,10000,4,60910100004,Block Group 4,G5030,S,793690961,4403560,39.661446,-120.7952838,15000US060910100004,332987.3259,612,610004,Calpine CDP,189,99,25938,769.992741,12134.43599,3116050.07,769.992741,0.002312379,701,631,54,647,0.269614836
104,Polygon,299,6,19,1201,1,60190012011,Block Group 1,G5030,S,2871526,0,36.7167257,-119.7624865,15000US060190012011,1106.406612,613,610032,Calwa CDP,1330,330,18625,623.059306,8406.283669,1659141.711,409.982846,0.370553503,747,7,261,486,1.780455154
106,Polygon,300,6,19,1201,2,60190012012,Block Group 2,G5030,S,719126,0,36.7100169,-119.757307,15000US060190012012,277.033778,613,610032,Calwa CDP,1330,330,18625,623.059306,3563.830242,668576.6612,165.208891,0.596349269,2230,131,2099,131,0.596412556
108,Polygon,301,6,19,1201,4,60190012014,Block Group 4,G5030,S,1727080,0,36.7012098,-119.7524873,15000US060190012014,665.183998,613,610032,Calwa CDP,1330,330,18625,623.059306,2733.236687,193713.1829,47.86757,0.071961397,287,23,264,23,4.634146341
395,Polygon,1689,6,73,18700,1,60730187001,Block Group 1,G5030,S,548895417,10394327,33.3802376,-117.3901004,15000US060730187001,198644.137,623,610559,Camp Pendleton North CDP,6436,1244,37075,8322.211348,38268.32216,33678794.44,8322.211348,0.041895077,40616,24707,9171,31445,0.15845972
396,Polygon,1689,6,73,18700,1,60730187001,Block Group 1,G5030,S,548895417,10394327,33.3802376,-117.3901004,15000US060730187001,198644.137,624,610561,Camp Pendleton South CDP,12691,2943,43742,3679.096971,23070.89446,14888777.21,3679.096971,0.018521045,40616,24707,9171,31445,0.312463069
117,Polygon,351,6,115,41100,1,61150411001,Block Group 1,G5030,S,298240469,16529900,39.4828724,-121.1090654,15000US061150411001,130756.4479,625,610676,Camptonville CDP,150,84,28750,917.703885,12624.40002,3713815.859,917.703885,0.007018422,934,754,79,855,0.160599572
3537,Polygon,14131,6,49,300,1,60490003001,Block Group 1,G5030,S,2578258880,136096386,41.6910075,-120.9203412,15000US060490003001,1203321.543,626,610732,Canby CDP,693,106,41932,2633.285502,16018.11507,10656528.35,2633.285502,0.002188347,1101,687,277,824,0.629427793
5075,Polygon,19896,6,19,8200,6,60190082006,Block Group 6,G5030,S,419663262,1982337,36.4944963,-120.2161281,15000US060190082006,161528.7117,627,610816,Cantua Creek CDP,440,129,31181,3767.602244,17819.11675,15246945.34,3767.602244,0.02332466,890,9,881,9,0.494382022
2418,Polygon,9415,6,63,502,2,60630005022,Block Group 2,G5030,S,511382541,106986049,40.176321,-121.2226095,15000US060630005022,262071.8861,628,610914,Canyondam CDP,78,49,0,851.281342,11933.71353,3445013.366,851.281342,0.003248274,581,498,9,572,0.134251291
2759,Polygon,11001,6,63,400,2,60630004002,Block Group 2,G5030,S,717905213,2995262,40.034681,-121.1768218,15000US060630004002,304052.0905,629,611166,Caribou CDP,0,0,0,177.372667,6800.221323,717801.7161,177.372667,5.83E-04,836,689,0,836,0
2827,Polygon,11374,6,97,154304,3,60971543043,Block Group 3,G5030,S,79073393,10002822,38.3959236,-123.0631026,15000US060971543043,35904.5413,631,611376,Carmet CDP,14,6,0,298.976119,4730.129303,1209913.426,298.976119,0.008326972,686,653,17,669,0.020408163
3594,Polygon,14320,6,93,900,4,60930009004,Block Group 4,G5030,S,304776262,8281904,41.5444392,-122.3840626,15000US060930009004,138206.7598,634,611481,Carrick CDP,66,26,0,67.038408,2481.272223,271294.81,67.038408,4.85E-04,3103,2421,257,2846,0.021269739
1551,Polygon,6678,6,27,800,2,60270008002,Block Group 2,G5030,S,4952816097,61292890,36.1082164,-117.695979,15000US060270008002,1902527.464,635,611600,Cartago CDP,38,33,46016,1157.726284,13565.39121,4685152.046,1157.726284,6.09E-04,420,376,5,415,0.09047619
804,Polygon,3865,6,19,7500,4,60190075004,Block Group 4,G5030,S,2134967,0,36.5488466,-119.835946,15000US060190075004,819.061817,636,611614,Caruthers CDP,3338,754,44375,2009.193944,5820.472449,1621098.721,400.582218,0.489074463,1147,80,1042,105,2.910200523
1975,Polygon,7917,6,19,7500,5,60190075005,Block Group 5,G5030,S,4194019,0,36.5394153,-119.8483364,15000US060190075005,1608.611727,636,611614,Caruthers CDP,3338,754,44375,2009.193944,12485.13108,6509820.697,1608.611727,1,1825,430,1210,615,1.829041096
