OBJECTID,FID_ACS_2016_5YR_BG_06_CALIFORNI,BG_COUNTYFP,BG_TRACTCE,BG_BLKGRPCE,BG_GEOID,BG_NAMELSAD,BG_MTFCC,BG_FUNCSTAT,BG_ALAND,BG_AWATER,BG_INTPTLAT,BG_INTPTLON,BG_GEOID_Data,FID_DAC_Place_2010_2014,DACP_Place_IDNumber,DACP_Place_Name,DAC_Population,DAC_Households,DAC_Median_Household_Income,DACP_area_a_,Shape_Length,Shape_Area,DACP_BG_int_a_,Percent_intersection
850,3996,37,534700,1,60375347001,Block Group 1,G5030,S,552425,0,33.9682908,-118.2147845,15000US060375347001,1466,683402,Walnut Park CDP,16039,3655,41202,698,3643.333838,805197.6809,198.96868,0.285055415
1256,5245,49,100,5,60490001005,Block Group 5,G5030,S,1808134,0,41.489917,-120.5516344,15000US060490001005,393,601444,Alturas city,2714,1240,31087,2795,8557.87284,3225117.387,796.943862,0.285131972
5247,20781,107,900,5,61070009005,Block Group 5,G5030,S,1315571,0,36.3467803,-119.4238735,15000US061070009005,854,630476,Goshen CDP,3832,856,38162,1758,6817.445532,2031958.824,502.10796,0.285613174
1217,4994,29,4200,1,60290042001,Block Group 1,G5030,S,160644473,0,35.4822316,-119.3805277,15000US060290042001,1344,672338,Smith Corner CDP,661,137,36063,212,1998.37158,245461.5307,60.654865,0.286107854
4981,19512,47,2402,3,60470024023,Block Group 3,G5030,S,1834294,0,36.9912004,-120.6356293,15000US060470024023,87,619612,Dos Palos city,5023,1487,33700,1356,6872.423434,1574552.078,389.080292,0.286932369
3329,13150,115,41100,3,61150411003,Block Group 3,G5030,S,84480720,0,39.4235869,-121.2211422,15000US061150411003,739,619416,Dobbins CDP,658,262,35469,8385,19459.84407,9801338.045,2421.963376,0.288844768
1149,4829,33,1000,6,60330010006,Block Group 6,G5030,S,4357836,11055,38.9839617,-122.8343997,15000US060330010006,939,638044,Kelseyville CDP,3516,1220,37606,3065,12607.10018,3599914.066,889.558139,0.29023104
3317,13125,79,12200,2,60790122002,Block Group 2,G5030,S,2200867,428927,35.1067611,-120.6262388,15000US060790122002,1167,653294,Oceano CDP,7355,2595,48629,1482,9071.226401,1744118.824,430.981147,0.290810491
3416,13726,5,200,5,60050002005,Block Group 5,G5030,S,45933448,57830,38.4449002,-120.8796703,15000US060050002005,471,601514,Amador City city,164,86,48750,328,2986.181177,386570.1738,95.52357,0.291230396
3526,14100,39,108,3,60390001083,Block Group 3,G5030,S,31256000,0,37.2462491,-119.7365163,15000US060390001083,676,614288,Coarsegold CDP,1172,625,30216,11120,20713.02551,13153839.34,3250.384487,0.292300763
4568,17511,77,1500,2,60770015002,Block Group 2,G5030,S,948555,0,37.9827607,-121.2658763,15000US060770015002,525,603209,August CDP,8479,2259,28518,1291,5363.288579,1529347.547,377.910009,0.292726576
2742,10862,47,902,4,60470009024,Block Group 4,G5030,S,1523923,0,37.330691,-120.5351161,15000US060470009024,824,625488,Franklin CDP,6840,1964,34671,2038,6570.904543,2414572.691,596.653906,0.292764429
4715,18303,65,44520,2,60650445202,Block Group 2,G5030,S,111617182,0,33.8675296,-116.3912606,15000US060650445202,107,612048,Cathedral City city,52550,16840,43128,20233,21403.44233,23977106.93,5924.872155,0.292832114
1638,6969,65,45604,3,60650456043,Block Group 3,G5030,S,216468498,161981737,33.5034362,-115.915798,15000US060650456043,1077,646660,Mecca CDP,8912,1986,26473,6433,12245.26309,7629911.429,1885.392174,0.293081327
509,2526,65,42720,2,60650427202,Block Group 2,G5030,S,19197581,0,33.7741202,-117.1284964,15000US060650427202,900,634316,Homeland CDP,5921,1967,36516,3962,8930.750612,4719337.816,1166.173771,0.29433967
4942,19370,77,2701,1,60770027011,Block Group 1,G5030,S,1975461,0,37.9723614,-121.2390011,15000US060770027011,839,628182,Garden Acres CDP,11172,2870,38940,2670,8324.858458,3184094.281,786.806832,0.294684207
1699,7090,93,1100,1,60930011001,Block Group 1,G5030,S,226781085,665167,41.2135218,-122.3924294,15000US060930011001,36,620242,Dunsmuir city,1482,751,29464,1857,18211.60357,2214750.66,547.276807,0.294710181
2511,9878,33,300,1,60330003001,Block Group 1,G5030,S,91056702,333569,39.0218331,-122.9720314,15000US060330003001,306,639710,Lakeport city,4746,2001,36361,3398,16718.13935,4056961.668,1002.49706,0.295025621
1689,7076,65,43008,1,60650430081,Block Group 1,G5030,S,14400254,0,33.6568373,-117.3912925,15000US060650430081,972,639598,Lakeland Village CDP,11343,3551,41289,8092,21013.00038,9661304.136,2387.360244,0.295027217
3598,14323,93,300,3,60930003003,Block Group 3,G5030,S,622687060,6619554,41.6569827,-122.2628433,15000US060930003003,39,648690,Montague city,1504,574,42500,2062,7181.184074,2462546.677,608.508536,0.295105983
1627,6942,17,31200,2,60170312002,Block Group 2,G5030,S,6459193,0,38.7257023,-120.7691383,15000US060170312002,217,657540,Placerville city,10415,3998,46199,6122,15986.75596,7312286.188,1806.905268,0.295149505
1526,6632,103,900,3,61030009003,Block Group 3,G5030,S,231360088,2482228,39.9533595,-122.0091131,15000US061030009003,1033,644140,Los Molinos CDP,2184,845,36466,2423,7825.322371,2897617.099,716.016779,0.295508369
5487,22164,23,10700,2,60230107002,Block Group 2,G5030,S,91280384,4379158,40.6800644,-124.1369153,15000US060230107002,808,624022,Fields Landing CDP,130,93,16537,312,2657.818009,373980.5399,92.412604,0.296194244
4240,16158,89,12200,3,60890122003,Block Group 3,G5030,S,2247136,0,40.3996229,-122.2831167,15000US060890122003,694,616630,Cottonwood CDP,4178,1328,42660,2556,10459.97962,3070469.208,758.729465,0.296842514
4391,16769,19,8401,3,60190084013,Block Group 3,G5030,S,4749016,143103,36.8405425,-120.4386597,15000US060190084013,468,624134,Firebaugh city,7935,2171,31312,3577,11559.88588,4298661.113,1062.222294,0.296958986
1084,4749,71,4004,2,60710040042,Block Group 2,G5030,S,17841567,975944,34.0393553,-117.3591733,15000US060710040042,58,614890,Colton city,53129,14885,39915,14992,28283.51684,18037505.86,4457.164767,0.297302879
5618,22814,63,300,2,60630003002,Block Group 2,G5030,S,37390514,0,39.7846362,-120.4725772,15000US060630003002,91,658352,Portola city,2710,1045,34134,5874,16558.35864,7070973.19,1747.275527,0.297459232
1624,6909,89,12601,1,60890126011,Block Group 1,G5030,S,1213361965,45392956,40.9235431,-122.0599309,15000US060890126011,1283,663134,Round Mountain CDP,126,86,22115,1882,8683.054009,2265560.663,559.832232,0.297466648
5325,21150,97,153600,1,60971536001,Block Group 1,G5030,S,7183713,0,38.4396796,-122.8533523,15000US060971536001,860,630812,Graton CDP,1626,706,37927,1650,6258.004463,1992457.27,492.346914,0.298392069
3316,13124,107,1502,1,61070015021,Block Group 1,G5030,S,7623023,0,36.2830065,-119.1572487,15000US061070015021,414,623126,Exeter city,10468,3308,41341,2431,13731.75686,2977314.049,735.710324,0.302636908
4,4,25,11100,3,60250111003,Block Group 3,G5030,S,1209336,0,32.7932442,-115.6903925,15000US060250111003,1320,670798,Seeley CDP,1214,393,26761,1128,6551.442368,1386117.424,342.517075,0.303649889
2950,11689,109,5100,2,61090051002,Block Group 2,G5030,S,13268662,10832,37.9921045,-120.4225805,15000US061090051002,924,637106,Jamestown CDP,3394,1537,38488,3090,10710.07545,3802654.148,939.656304,0.304095891
3076,12310,29,3900,1,60290039001,Block Group 1,G5030,S,218119813,0,35.5027087,-119.1787263,15000US060290039001,658,612860,Cherokee Strip CDP,295,68,36250,88,2333.636692,108474.0162,26.804513,0.304596739
2740,10861,47,2000,1,60470020001,Block Group 1,G5030,S,392076764,20221676,37.1886009,-120.8961062,15000US060470020001,88,631568,Gustine city,5610,1903,38173,1570,18906.26787,1935472.74,478.26573,0.304627854
1169,4886,71,10424,2,60710104242,Block Group 2,G5030,S,751904849,0,34.2398023,-116.6348263,15000US060710104242,1114,649348,Morongo Valley CDP,3605,1599,32295,23583,40980.3175,29144490.71,7201.760494,0.30537932
3238,12878,65,47000,2,60650470002,Block Group 2,G5030,S,78140443,2557539,33.6648098,-114.5537177,15000US060650470002,282,607218,Blythe city,20101,5019,46393,24960,39738.32192,30855672.94,7624.602831,0.30547287
2947,11688,109,2100,6,61090021006,Block Group 6,G5030,S,26339465,3505861,38.0062052,-120.4512592,15000US061090021006,686,614904,Columbia CDP,2456,1011,40313,6179,13568.2927,7652449.954,1890.961565,0.306030355
3911,15081,19,4001,2,60190040012,Block Group 2,G5030,S,7506787,0,36.7162304,-120.0792011,15000US060190040012,342,638226,Kerman city,14110,3713,45539,3227,12586.21648,3999881.204,988.392171,0.306288246
4940,19363,35,40200,3,60350402003,Block Group 3,G5030,S,1028812478,29963806,40.4582343,-121.0457401,15000US060350402003,669,613910,Clear Creek CDP,182,87,33021,1254,6998.206674,1556253.413,384.558593,0.306665545
5168,20329,37,532303,3,60375323033,Block Group 3,G5030,S,5237006,0,34.0024848,-118.1412157,15000US060375323033,428,614974,Commerce city,12975,3528,45846,6104,14529.59058,7639367.132,1887.728729,0.309260932
62,204,29,4301,1,60290043011,Block Group 1,G5030,S,78830387,0,35.566719,-119.3549673,15000US060290043011,327,683542,Wasco city,25865,5264,39273,9143,39003.61316,11454525.94,2830.475003,0.309578366
1611,6823,53,10900,1,60530109001,Block Group 1,G5030,S,3645589,15260,36.4717572,-121.374591,15000US060530109001,316,672520,Soledad city,26008,3735,46010,4524,11449.94388,5672430.836,1401.688186,0.309833817
1258,5272,13,314103,3,60133141033,Block Group 3,G5030,S,4843966,1213332,38.0410176,-121.9450176,15000US060133141033,534,604415,Bay Point CDP,21586,6431,41749,7648,14449.37973,9593846.254,2370.691038,0.309975293
5086,19915,101,50701,2,61010507012,Block Group 2,G5030,S,7700821,0,39.2905595,-121.6737823,15000US061010507012,84,641936,Live Oak city,8500,2405,42349,3338,12825.14935,4194782.881,1036.553424,0.310531283
2505,9873,33,900,3,60330009003,Block Group 3,G5030,S,49925797,9112591,38.9868149,-122.7853567,15000US060330009003,671,613985,Clearlake Riviera CDP,2912,1226,43167,5537,13109.47558,6975895.513,1723.781322,0.311320448
4626,17662,107,4200,2,61070042002,Block Group 2,G5030,S,15345159,0,35.9761218,-119.3084088,15000US061070042002,1221,657512,Pixley CDP,3769,831,28179,3050,10092.83762,3853241.903,952.15681,0.312182561
2731,10847,47,901,2,60470009012,Block Group 2,G5030,S,171859125,232274,37.162832,-120.4096209,15000US060470009012,784,622286,El Nido CDP,412,115,30956,3321,8203.628359,4203313.828,1038.661467,0.312755636
5499,22177,23,10300,4,60230103004,Block Group 4,G5030,S,3332324,31518,40.8801412,-123.9792098,15000US060230103004,169,607162,Blue Lake city,1258,514,45750,697,7329.290935,885875.146,218.904516,0.314066737
2272,8850,105,101,2,61050001012,Block Group 2,G5030,S,473466349,0,40.5791997,-122.8638148,15000US061050001012,744,619724,Douglas City CDP,670,323,31645,27897,50559.14131,35459362.05,8762.199187,0.314091092
3539,14133,49,100,1,60490001001,Block Group 1,G5030,S,17612775,69583,41.5068637,-120.548069,15000US060490001001,393,601444,Alturas city,2714,1240,31087,2795,9436.610515,3558514.011,879.327962,0.3146075
3427,13734,5,402,2,60050004022,Block Group 2,G5030,S,12261096,0,38.4219783,-120.6497195,15000US060050004022,1213,657148,Pine Grove CDP,1865,930,48571,7271,18109.9301,9278773.407,2292.834842,0.315339684
3068,12304,107,600,4,61070006004,Block Group 4,G5030,S,55987948,0,36.4947766,-119.2583758,15000US061070006004,1323,671078,Seville CDP,437,91,34219,631,4717.156411,805272.7494,198.98723,0.315352187
158,590,37,532304,2,60375323042,Block Group 2,G5030,S,7567073,143036,33.9866637,-118.1545751,15000US060375323042,428,614974,Commerce city,12975,3528,45846,6104,19468.22448,7793531.621,1925.823604,0.315501901
3314,13112,107,3200,5,61070032005,Block Group 5,G5030,S,20819446,0,36.0852994,-119.1709879,15000US061070032005,1509,686482,Woodville CDP,1961,446,34750,4274,9512.58579,5458292.954,1348.773562,0.315576407
5482,22148,23,10200,1,60230102001,Block Group 1,G5030,S,605134695,37815504,41.2031206,-124.0213469,15000US060230102001,172,680448,Trinidad city,236,142,42917,756,7314.083931,970536.9997,239.824916,0.317228725
4169,15652,61,21501,2,60610215012,Block Group 2,G5030,S,6745337,20109,38.9243011,-121.0992325,15000US060610215012,1145,651637,North Auburn CDP,14011,5123,48052,8276,15124.74092,10628821.16,2626.438907,0.317356079
250,1105,39,202,1,60390002021,Block Group 1,G5030,S,71749700,0,37.1067938,-120.3158669,15000US060390002021,201,613294,Chowchilla city,18411,3873,36852,11228,30749.34615,14558518.31,3597.48822,0.320403297
5620,22814,63,300,2,60630003002,Block Group 2,G5030,S,37390514,0,39.7846362,-120.4725772,15000US060630003002,850,630339,Gold Mountain CDP,22,12,0,6605,14603.8134,8583368.238,2120.996483,0.321119831
4191,15789,115,40400,3,61150404003,Block Group 3,G5030,S,16161423,361813,39.0966096,-121.5822309,15000US061150404003,1173,653714,Olivehurst CDP,13928,4225,43044,7934,15068.99812,10363684.85,2560.922299,0.322778208
3980,15203,25,11300,1,60250113001,Block Group 1,G5030,S,109196795,0,32.7769886,-115.4889491,15000US060250113001,888,633084,Heber CDP,4256,1030,35153,1345,5629.862755,1771562.145,437.76254,0.325474007
2739,10860,47,2402,4,60470024024,Block Group 4,G5030,S,3340877,0,36.9767363,-120.6356762,15000US060470024024,1351,672954,South Dos Palos CDP,2464,561,44180,1542,6029.512246,2031122.941,501.901409,0.325487295
2735,10858,47,2100,1,60470021001,Block Group 1,G5030,S,1142772323,65738712,36.9552917,-121.0198277,15000US060470021001,1308,670028,Santa Nella CDP,1164,478,30000,4596,12134.70388,6054323.48,1496.055913,0.325512601
3592,14319,93,800,3,60930008003,Block Group 3,G5030,S,2085768407,6250201,41.2677895,-123.1034605,15000US060930008003,37,622972,Etna city,750,310,26711,868,5544.889008,1146658.302,283.345437,0.326434835
1445,6369,103,1000,4,61030010004,Block Group 4,G5030,S,4940592,0,39.9399128,-122.1729741,15000US061030010004,97,616322,Corning city,7617,2345,36906,3868,17082.24133,5133376.451,1268.484946,0.327943368
2856,11439,77,2800,1,60770028001,Block Group 1,G5030,S,3547219,0,37.9197938,-121.2422602,15000US060770028001,940,638065,Kennedy CDP,3487,847,37675,1248,7594.185583,1658673.555,409.867162,0.3284192
4198,15832,61,22002,3,60610220023,Block Group 3,G5030,S,39525508,5921,39.0550874,-120.9417676,15000US060610220023,317,614498,Colfax city,2424,969,46902,1496,15431.17132,1988481.288,491.364427,0.328452157
1874,7714,99,2200,2,60990022002,Block Group 2,G5030,S,613012,0,37.6252747,-121.0082548,15000US060990022002,1285,663168,Rouse CDP,1757,515,23618,244,2826.372461,325233.2691,80.366891,0.329372504
5312,21106,65,44522,1,60650445221,Block Group 1,G5030,S,154022499,871170,33.9122639,-116.5549286,15000US060650445221,215,618996,Desert Hot Springs city,27678,9164,33575,28525,38548.88629,38147855.99,9426.540505,0.330465925
3365,13330,15,102,1,60150001021,Block Group 1,G5030,S,13267043,115322,41.7706804,-124.1613295,15000US060150001021,552,606150,Bertsch-Oceanview CDP,2568,806,35678,6629,16928.84993,8868933.805,2191.561271,0.330602092
4796,18769,111,200,1,61110002001,Block Group 1,G5030,S,143441897,4090594,34.4146679,-118.7690795,15000US061110002001,1220,657372,Piru CDP,2078,559,46601,2672,19374.13322,3576302.823,883.723673,0.330734908
3767,14663,109,1200,4,61090012004,Block Group 4,G5030,S,2691813,34366,37.9731382,-120.3856481,15000US061090012004,198,672674,Sonora city,4844,2256,32985,3278,9708.458911,4394184.617,1085.826666,0.331246695
67,208,29,4604,2,60290046042,Block Group 2,G5030,S,61523150,141267,35.7478582,-119.2921321,15000US060290046042,310,618394,Delano city,52883,10549,36244,13985,53926.98749,18763380.65,4636.532334,0.331536098
4924,19257,77,2100,3,60770021003,Block Group 3,G5030,S,1336016,0,37.9320277,-121.2427177,15000US060770021003,940,638065,Kennedy CDP,3487,847,37675,1248,6575.412229,1676014.308,414.152155,0.331852688
2466,9641,53,11304,1,60530113041,Block Group 1,G5030,S,530652601,5016315,36.239902,-120.9949906,15000US060530113041,362,638520,King City city,13171,2944,40500,3925,23719.48127,5283161.915,1305.49774,0.332610889
4580,17527,13,367200,3,60133672003,Block Group 3,G5030,S,211975,0,37.964409,-122.3285131,15000US060133672003,1274,662700,Rollingwood CDP,2832,644,48974,175,3319.626631,235865.5463,58.283646,0.333049406
2738,10860,47,2402,4,60470024024,Block Group 4,G5030,S,3340877,0,36.9767363,-120.6356762,15000US060470024024,87,619612,Dos Palos city,5023,1487,33700,1356,7758.520382,1832520.046,452.825565,0.333942157
1626,6941,11,100,3,60110001003,Block Group 3,G5030,S,1529478,0,39.0177306,-122.0621894,15000US060110001003,515,602420,Arbuckle CDP,3009,798,47639,1868,7684.178222,2537255.011,626.969367,0.335636706
4185,15755,65,42902,1,60650429021,Block Group 1,G5030,S,29992772,0,33.7473266,-117.3176416,15000US060650429021,1073,646520,Meadowbrook CDP,3447,1032,34815,6385,17659.84908,8704758.568,2150.992687,0.336882175
4712,18300,65,44405,2,60650444052,Block Group 2,G5030,S,320385003,2434226,33.8026462,-116.6712668,15000US060650444052,1118,649544,Mountain Center CDP,75,18,0,1749,9524.446864,2391152.47,590.866643,0.337831128
1400,6242,39,202,3,60390002023,Block Group 3,G5030,S,92955660,0,37.0467763,-120.2438972,15000US060390002023,797,623210,Fairmead CDP,1983,401,31058,7792,20549.65448,10666976.81,2635.867373,0.338278667
1126,4806,33,600,5,60330006005,Block Group 5,G5030,S,255690560,8272568,39.0957749,-122.5521088,15000US060330006005,670,613966,Clearlake Oaks CDP,1547,814,27500,2282,9530.221747,3126387.304,772.547127,0.338539495
3886,15055,19,1700,2,60190017002,Block Group 2,G5030,S,23470174,0,36.5916811,-119.7316157,15000US060190017002,586,607750,Bowles CDP,182,39,31250,379,3081.055341,520604.9334,128.644281,0.339430821
5294,21052,97,154302,3,60971543023,Block Group 3,G5030,S,51712987,0,38.3712131,-123.0091159,15000US060971543023,1291,664252,Salmon Creek CDP,59,42,34783,1161,6432.910473,1599663.075,395.285354,0.340469728
3318,13126,79,12200,3,60790122003,Block Group 3,G5030,S,1364636,0,35.1007703,-120.5985853,15000US060790122003,1167,653294,Oceano CDP,7355,2595,48629,1482,7816.213355,2043395.933,504.934131,0.340711289
2247,8746,89,12200,4,60890122004,Block Group 4,G5030,S,2043807,0,40.3895241,-122.2780349,15000US060890122004,694,616630,Cottonwood CDP,4178,1328,42660,2556,8047.726083,3526900.081,871.51599,0.340968697
528,2902,17,990000,0,60179900000,Block Group 0,G5030,S,0,134713904,39.0044976,-120.0430625,15000US060179900000,388,673108,South Lake Tahoe city,21394,8585,41380,17586,20661.26843,24273692.29,5998.159992,0.341075855
41,72,19,7600,1,60190076001,Block Group 1,G5030,S,68455200,0,36.6459501,-119.9078638,15000US060190076001,1245,659290,Raisin City CDP,232,59,18750,756,5539.166559,1044605.061,258.127532,0.341438534
4123,15506,71,9107,2,60710091072,Block Group 2,G5030,S,28393965,426,34.4785889,-117.6213795,15000US060710091072,1218,657302,Pi5on Hills CDP,6654,2443,42210,30298,26499.96372,41890661.58,10351.40791,0.341653175
1547,6674,27,100,1,60270001001,Block Group 1,G5030,S,774239558,1356207,37.3568746,-118.1969719,15000US060270001001,738,619406,Dixon Lane-Meadow Creek CDP,2447,1140,44792,3412,9609.575924,4738949.97,1171.02004,0.343206342
2458,9611,5,303,1,60050003031,Block Group 1,G5030,S,64640177,206075,38.3808971,-120.8557941,15000US060050003031,1067,646100,Martell CDP,94,85,13508,2436,9239.252757,3400864.243,840.371856,0.344980236
2826,11369,97,154302,4,60971543024,Block Group 4,G5030,S,42921941,9603562,38.3235552,-122.9995915,15000US060971543024,569,607246,Bodega CDP,156,109,29688,3024,9146.942922,4223977.946,1043.767682,0.345161271
2937,11674,109,2100,5,61090021005,Block Group 5,G5030,S,5342060,15149,38.0300258,-120.415907,15000US061090021005,686,614904,Columbia CDP,2456,1011,40313,6179,16007.3373,8647390.549,2136.81674,0.345819184
5149,20225,29,3700,1,60290037001,Block Group 1,G5030,S,13709500,0,35.4005,-119.4683537,15000US060290037001,604,609332,Buttonwillow CDP,1371,378,34274,6689,17937.68397,9367740.227,2314.819022,0.34606354
4206,15859,65,42300,2,60650423002,Block Group 2,G5030,S,2897211,0,34.0140232,-117.3198851,15000US060650423002,894,633574,Highgrove CDP,4067,1130,41087,3005,10143.4666,4222545.027,1043.4136,0.347225824
1154,4863,13,301000,2,60133010002,Block Group 2,G5030,S,5024203,0,38.0296407,-121.6289458,15000US060133010002,553,606210,Bethel Island CDP,2158,1066,36845,5769,12931.71209,8110772.597,2004.215557,0.34741126
2486,9762,13,327000,5,60133270005,Block Group 5,G5030,S,6217087,0,37.981424,-122.0561397,15000US060133270005,1180,654764,Pacheco CDP,4295,1649,48024,765,7073.971337,1077824.934,266.336341,0.34815208
3421,13728,5,402,4,60050004024,Block Group 4,G5030,S,9835027,0,38.3933638,-120.6596654,15000US060050004024,1213,657148,Pine Grove CDP,1865,930,48571,7271,13711.22702,10273907.41,2538.73781,0.349159374
3422,13731,5,500,3,60050005003,Block Group 3,G5030,S,55315028,4671639,38.3082188,-120.7734789,15000US060050005003,473,636980,Jackson city,4616,1818,41745,3887,19746.79512,5494526.698,1357.727116,0.34929949
1669,7041,65,46900,1,60650469001,Block Group 1,G5030,S,9859912792,266083,33.7785595,-115.3687419,15000US060650469001,204,614260,Coachella city,42576,9694,40423,26833,29283.38739,37959878.73,9380.090314,0.349572926
2153,8447,71,4104,1,60710041041,Block Group 1,G5030,S,3058028,732489,34.1475777,-117.3516694,15000US060710041041,1130,650132,Muscoy CDP,11674,2260,35660,2948,12212.46433,4174341.312,1031.502202,0.349898983
1698,7089,65,44104,1,60650441041,Block Group 1,G5030,S,43139494,0,33.9845786,-116.9050941,15000US060650441041,187,603820,Banning city,30281,11739,39556,21537,61778.14935,30577321.28,7555.820639,0.350829765
91,257,109,4100,1,61090041001,Block Group 1,G5030,S,2633017,0,37.980685,-120.358786,15000US061090041001,769,621188,East Sonora CDP,2168,1156,43484,2559,9748.083482,3639327.031,899.297294,0.351425281
2597,10225,29,5203,2,60290052032,Block Group 2,G5030,S,813240543,789509,35.5169895,-118.2658355,15000US060290052032,1475,683948,Weldon CDP,2604,1236,30988,26021,56628.89138,37260673.11,9207.312841,0.353841622
1641,6971,65,45609,2,60650456092,Block Group 2,G5030,S,46314331,0,33.6558242,-116.1220428,15000US060650456092,1408,678456,Thermal CDP,3570,949,26344,8747,21382.05575,12540884.71,3098.920101,0.354283766
531,2929,31,1701,1,60310017011,Block Group 1,G5030,S,17864441,0,36.0311116,-120.1315245,15000US060310017011,227,603302,Avenal city,14553,2482,29302,19046,25345.13261,27350562.41,6758.471158,0.354849898
5244,20775,107,800,5,61070008005,Block Group 5,G5030,S,1854840,0,36.3924806,-119.2131274,15000US061070008005,922,636910,Ivanhoe CDP,4044,1064,32783,1993,6707.389104,2868225.756,708.75402,0.355621686
5336,21193,71,11404,2,60710114042,Block Group 2,G5030,S,36011674,35603,34.237807,-116.7828605,15000US060710114042,555,606406,Big Bear City CDP,12563,5054,43404,30023,42958.62139,43325732.9,10706.02176,0.356594003
4318,16362,77,4701,1,60770047011,Block Group 1,G5030,S,7721252,24339,38.1615164,-121.1664965,15000US060770047011,1020,642104,Lockeford CDP,3172,1254,45698,8694,17680.11763,12549474.64,3101.042719,0.356687683
2459,9612,5,102,1,60050001021,Block Group 1,G5030,S,441094222,7827720,38.5496993,-120.2509786,15000US060050001021,951,638646,Kirkwood CDP,98,23,39375,5612,15963.64863,8112794.568,2004.715197,0.357219386
182,671,31,1701,5,60310017015,Block Group 5,G5030,S,765263795,586957,35.8987944,-120.0850411,15000US060310017015,227,603302,Avenal city,14553,2482,29302,19046,53567.06425,27591536.38,6818.017121,0.357976327
983,4443,61,21322,1,60610213221,Block Group 1,G5030,S,102307757,70149,38.9117858,-121.3957195,15000US060610213221,1329,671414,Sheridan CDP,1465,415,47719,27610,28002.83533,40030373.71,9891.720766,0.358265873
4718,18303,65,44520,2,60650445202,Block Group 2,G5030,S,111617182,0,33.8675296,-116.3912606,15000US060650445202,1411,678596,Thousand Palms CDP,7956,2895,43813,21973,30818.46204,31897695.44,7882.092199,0.358717162
283,1297,7,3002,2,60070030022,Block Group 2,G5030,S,2831391,0,39.4716409,-121.540672,15000US060070030022,1353,673178,South Oroville CDP,6058,1665,33605,3155,9353.948083,4587236.013,1133.530705,0.359280731
181,670,31,1300,2,60310013002,Block Group 2,G5030,S,44274640,0,36.119739,-119.5542173,15000US060310013002,369,616224,Corcoran city,23634,3615,34082,7369,47159.81285,10721120.79,2649.246642,0.359512368
1986,7945,99,2901,2,60990029012,Block Group 2,G5030,S,25784159,715293,37.6089125,-120.7980642,15000US060990029012,891,633504,Hickman CDP,479,170,48000,1108,6880.484095,1613579.797,398.724251,0.359859432
2535,9931,43,302,1,60430003021,Block Group 1,G5030,S,413725540,576481,37.5832557,-119.7651669,15000US060430003021,1088,647374,Midpines CDP,689,343,41063,25041,42662.44197,36485975.78,9015.880964,0.360044765
2332,9003,33,1200,1,60330012001,Block Group 1,G5030,S,125646677,703704,38.9463097,-122.4778385,15000US060330012001,1038,644350,Lower Lake CDP,1620,685,31781,2849,10877.56097,4153754.061,1026.414982,0.360272019
4773,18676,111,1301,1,61110013011,Block Group 1,G5030,S,1247349,143831,34.275287,-119.1498999,15000US061110013011,1314,670322,Saticoy CDP,1212,278,35926,349,3167.057472,510000.6963,126.023917,0.361100049
4711,18298,65,43823,2,60650438232,Block Group 2,G5030,S,23860153,515429,33.994949,-117.0898012,15000US060650438232,202,609864,Calimesa city,8143,3351,42392,13856,27731.82217,20278978.27,5011.044662,0.361651607
2281,8854,105,102,1,61050001021,Block Group 1,G5030,S,1114941058,1461374,41.0094786,-122.8215055,15000US061050001021,1426,680476,Trinity Center CDP,239,136,26859,5880,22992.54779,8669673.485,2142.322974,0.364340642
5358,21267,37,920102,2,60379201022,Block Group 2,G5030,S,24168186,585619,34.6626624,-118.4252632,15000US060379201022,970,639556,Lake Hughes CDP,469,237,21932,10139,20607.21987,15000980.81,3706.823086,0.365600462
723,3689,71,11404,1,60710114041,Block Group 1,G5030,S,111166731,0,34.2889757,-116.7559445,15000US060710114041,555,606406,Big Bear City CDP,12563,5054,43404,30023,49104.66225,44489989.57,10993.71584,0.36617646
3037,12243,65,45605,5,60650456055,Block Group 5,G5030,S,55100086,13582370,33.4734872,-116.0830892,15000US060650456055,1165,653224,Oasis CDP,5807,1297,24293,18127,28412.14123,26912627.74,6650.255145,0.366870146
379,1580,7,3600,1,60070036001,Block Group 1,G5030,S,6362625,0,39.4259221,-121.7039238,15000US060070036001,422,606560,Biggs city,2010,593,40847,682,5930.671296,1013152.657,250.355474,0.367090138
3167,12649,9,300,2,60090003002,Block Group 2,G5030,S,57169199,24105,38.2188332,-120.7191818,15000US060090003002,1295,664420,San Andreas CDP,2829,1204,40613,8711,17758.30006,12948183.05,3199.565713,0.367301769
3660,14429,7,3200,2,60070032002,Block Group 2,G5030,S,27746364,37114,39.4169443,-121.5211289,15000US060070032002,1183,655086,Palermo CDP,5419,1871,42371,31341,36996.96292,46623080.95,11520.8142,0.367595616
897,4211,61,20501,2,60610205012,Block Group 2,G5030,S,4365796,39255,38.867144,-121.1390068,15000US060610205012,1133,651000,Newcastle CDP,1409,677,45865,2533,11096.76094,3775022.695,932.828423,0.368270203
1890,7749,99,2402,1,60990024021,Block Group 1,G5030,S,772962,0,37.6052227,-120.9994189,15000US060990024021,589,608172,Bret Harte CDP,4998,1224,28279,560,4914.845164,841679.5865,207.983555,0.371399205
